name	nprots	nhits	nfull	genus	ngenus	species	nspecies	avgpid	Superkingdom	kingdom	phylum	class	order	family	genus	source	source
bin_44	2244	2176	1880	Corynebacterium	2129	Corynebacterium frankenforstense DSM 45800 OX=1437875 	1741	91.59	Bacteria	NA	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Donor1_specific	Donor1 specific
bin_192	2449	2392	2188	Corynebacterium	2355	Corynebacterium sp. DNF00584 OX=1384076 	2107	94.19	Bacteria	NA	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Donors_shared	Donors shared
bin_63	2076	2023	1424	Corynebacterium	1977	Corynebacterium testudinoris OX=136857 	1859	96.96	Bacteria	NA	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Donor1_specific	Donor1 specific
bin_76	1281	1202	920	Denitrobacterium	260	Denitrobacterium detoxificans OX=79604 	260	63.71	Bacteria	NA	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Denitrobacterium	Donors_shared	Donors shared
bin_308	1833	1790	1550	Desulfovibrio	1708	Desulfovibrio piger ATCC 29098 OX=411464 	1363	95.29	Bacteria	NA	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Donor1_specific	Donor1 specific
bin_176	4460	4342	3352	Dorea	2469	Dorea longicatena OX=88431 	2468	98.72	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Donors_shared	Donors shared
bin_2	2190	2139	1911	Dorea	1780	Dorea sp. CAG:317 OX=1262873 	1712	93.85	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Donors_shared	Donors shared
bin_242	2953	2903	2683	Eggerthella	2806	Eggerthella lenta OX=84112 	2584	98.91	Bacteria	NA	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Others	Others
bin_171	5091	4937	4172	Eisenbergiella	3266	Eisenbergiella massiliensis OX=1720294 	3161	95.23	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Others	Others
bin_84	5016	4867	4127	Eisenbergiella	3254	Eisenbergiella massiliensis OX=1720294 	3163	95.38	Bacteria	NA	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Eisenbergiella	Others	Others
bin_215	1517	1276	1148	Elusimicrobium	686	Elusimicrobium minutum (strain Pei191) OX=445932 	359	57.31	Bacteria	NA	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	Donor2_specific	Donor2 specific
bin_160	4389	4378	4327	Enterobacter	3123	Enterobacter cloacae OX=550 	1724	99.23	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Others	Others
bin_444	4382	4367	4283	Enterobacter	3144	Enterobacter cloacae OX=550 	1758	99.24	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Others	Others
bin_380	4423	4406	4292	Enterobacter	3134	Enterobacter cloacae OX=550 	1752	99.25	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Others	Others
bin_396	4387	4372	4281	Enterobacter	3146	Enterobacter cloacae OX=550 	1757	99.24	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Others	Others
bin_174	4334	4320	4279	Enterobacter	3724	Enterobacter sp. MHSD6 OX=2591007 	1759	99.85	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Others	Others
bin_471	2198	2159	1797	Enterococcus	2113	Enterococcus avium ATCC 14025 OX=1140002 	1302	99.69	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_34	3503	3465	3338	Enterococcus	3393	Enterococcus avium ATCC 14025 OX=1140002 	2136	99.6	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_509	3194	3161	3122	Enterococcus	3105	Enterococcus avium ATCC 14025 OX=1140002 	2139	99.78	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_18	4193	4128	3960	Enterococcus	4003	Enterococcus avium OX=33945 	2191	98.41	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_67	3123	3085	2506	Enterococcus	2837	Enterococcus casseliflavus (strain EC10) OX=565654 	1218	99.28	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_87	3269	3244	3172	Enterococcus	2967	Enterococcus casseliflavus OX=37734 	1683	99.16	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_307	2180	2136	2052	Enterococcus	2013	Enterococcus cecorum OX=44008 	1686	95.7	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_213	2123	2083	1864	Enterococcus	2021	Enterococcus cecorum OX=44008 	1690	96.8	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_164	2157	2117	2039	Enterococcus	2016	Enterococcus cecorum OX=44008 	1688	95.69	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_566	2904	2862	2806	Enterococcus	1601	Enterococcus faecalis OX=1351 	1172	99.08	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_119	2956	2930	2352	Enterococcus	1917	Enterococcus faecalis OX=1351 	1619	99.41	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_256	2760	2744	2631	Enterococcus	1524	Enterococcus faecalis OX=1351 	1173	99.73	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_319	2003	1997	1965	Enterococcus	991	Enterococcus faecalis OX=1351 	859	99.73	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_111	2374	2362	2287	Enterococcus	1274	Enterococcus faecalis OX=1351 	1133	99.8	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_507	2521	2503	2472	Enterococcus	1329	Enterococcus faecalis OX=1351 	1122	99.24	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_496	2747	2731	2646	Enterococcus	1482	Enterococcus faecalis OX=1351 	1126	99.74	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_185	2547	2532	2502	Enterococcus	1306	Enterococcus faecalis OX=1351 	1096	99.3	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_191	2627	2619	2578	Enterococcus	1426	Enterococcus faecalis OX=1351 	1093	99.8	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_412	2163	2116	1562	Enterococcus	1077	Enterococcus faecalis OX=1351 	927	98.85	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_427	2760	2714	2603	Enterococcus	1413	Enterococcus faecalis OX=1351 	1066	99.15	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_189	2282	2263	2138	Enterococcus	2254	Enterococcus faecium OX=1352 	683	99.85	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_54	2564	2509	2412	Enterococcus	2488	Enterococcus faecium OX=1352 	750	99.72	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_583	2417	2403	2330	Enterococcus	2389	Enterococcus faecium OX=1352 	718	99.81	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_550	2411	2397	2323	Enterococcus	2386	Enterococcus faecium OX=1352 	714	99.84	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_537	1782	1758	1278	Enterococcus	1753	Enterococcus faecium OX=1352 	618	99.55	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_134	2274	2263	2205	Enterococcus	2232	Enterococcus faecium OX=1352 	1450	99.39	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_38	2551	2530	2454	Enterococcus	2515	Enterococcus faecium OX=1352 	754	99.84	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_531	2349	2332	2259	Enterococcus	2321	Enterococcus faecium OX=1352 	701	99.83	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_238	1995	1969	1507	Enterococcus	1968	Enterococcus faecium OX=1352 	714	99.46	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_557	2556	2496	2291	Enterococcus	2492	Enterococcus hirae OX=1354 	1155	99.33	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_445	2717	2656	2553	Enterococcus	2638	Enterococcus hirae OX=1354 	1182	99.16	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_574	2693	2636	2542	Enterococcus	2619	Enterococcus hirae OX=1354 	1169	99.24	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_532	2689	2630	2527	Enterococcus	2623	Enterococcus hirae OX=1354 	1192	99.15	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_268	2635	2585	2495	Enterococcus	2578	Enterococcus hirae OX=1354 	1155	99.35	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_558	2329	2264	1809	Enterococcus	2253	Enterococcus hirae OX=1354 	1059	99.3	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_517	2709	2653	2547	Enterococcus	2636	Enterococcus hirae OX=1354 	1174	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_312	2439	2422	2380	Enterococcus	2387	Enterococcus hirae OX=1354 	1387	99.88	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_383	2300	2279	2201	Enterococcus	2271	Enterococcus hirae OX=1354 	1321	99.86	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_340	2319	2267	1858	Enterococcus	2267	Enterococcus hirae OX=1354 	1077	99.4	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_552	2712	2653	2557	Enterococcus	2637	Enterococcus hirae OX=1354 	1172	99.23	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_318	2611	2554	2447	Enterococcus	2548	Enterococcus hirae OX=1354 	1164	99.19	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_333	2429	2362	1946	Enterococcus	2349	Enterococcus hirae OX=1354 	1080	99.34	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_399	2708	2650	2549	Enterococcus	2633	Enterococcus hirae OX=1354 	1171	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_472	2711	2655	2558	Enterococcus	2638	Enterococcus hirae OX=1354 	1170	99.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_518	2688	2630	2533	Enterococcus	2605	Enterococcus hirae OX=1354 	1163	99.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_398	2697	2638	2538	Enterococcus	2621	Enterococcus hirae OX=1354 	1166	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_408	2117	2067	1655	Enterococcus	2066	Enterococcus hirae OX=1354 	910	99.33	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_539	2695	2640	2545	Enterococcus	2624	Enterococcus hirae OX=1354 	1170	99.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_488	2706	2650	2554	Enterococcus	2632	Enterococcus hirae OX=1354 	1170	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_24	2660	2603	2504	Enterococcus	2587	Enterococcus hirae OX=1354 	1172	99.26	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_368	2717	2659	2557	Enterococcus	2643	Enterococcus hirae OX=1354 	1175	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_428	2715	2658	2557	Enterococcus	2638	Enterococcus hirae OX=1354 	1168	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_442	2381	2361	2312	Enterococcus	2331	Enterococcus hirae OX=1354 	1362	99.89	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_74	2475	2421	2238	Enterococcus	2417	Enterococcus hirae OX=1354 	1067	99.13	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_330	2710	2654	2558	Enterococcus	2636	Enterococcus hirae OX=1354 	1168	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_510	2197	2172	1832	Enterococcus	2159	Enterococcus hirae OX=1354 	1164	99.79	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_316	2698	2641	2542	Enterococcus	2624	Enterococcus hirae OX=1354 	1169	99.21	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_575	2569	2510	2411	Enterococcus	2506	Enterococcus hirae OX=1354 	1137	99.31	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_459	2563	2505	2392	Enterococcus	2502	Enterococcus hirae OX=1354 	1145	99.42	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_430	2710	2655	2552	Enterococcus	2639	Enterococcus hirae OX=1354 	1170	99.24	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_366	2708	2653	2553	Enterococcus	2635	Enterococcus hirae OX=1354 	1170	99.22	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_571	2719	2660	2557	Enterococcus	2644	Enterococcus hirae OX=1354 	1178	99.19	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_367	2711	2656	2556	Enterococcus	2639	Enterococcus hirae OX=1354 	1171	99.23	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_553	2701	2646	2542	Enterococcus	2628	Enterococcus hirae OX=1354 	1168	99.19	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_313	2999	2970	2619	Enterococcus	2890	Enterococcus sp. ARL09-542 OX=2233534 	1787	99.4	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_365	2007	1986	1351	Enterococcus	1967	Enterococcus sp. ARL09-542 OX=2233534 	1296	99.49	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_225	3148	3132	3058	Enterococcus	3032	Enterococcus sp. ARL09-542 OX=2233534 	1821	99.37	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_584	2767	2748	2573	Enterococcus	2727	Enterococcus sp. ARL09-542 OX=2233534 	1810	99.76	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_7	3006	2980	2703	Enterococcus	2898	Enterococcus sp. ARL09-542 OX=2233534 	1793	99.36	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_266	2213	2196	2153	Enterococcus	2114	Enterococcus sp. ARL09-542 OX=2233534 	1301	99.35	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_437	2546	2524	1988	Enterococcus	2509	Enterococcus sp. ARL09-542 OX=2233534 	1679	99.66	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_551	2288	2262	1604	Enterococcus	2251	Enterococcus sp. ARL09-542 OX=2233534 	1593	99.61	Bacteria	NA	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Others	Others
bin_582	2652	2622	2175	Erysipelatoclostridium	2397	Erysipelatoclostridium ramosum OX=1547 	2183	99.39	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_440	3050	3018	2708	Erysipelatoclostridium	2772	Erysipelatoclostridium ramosum OX=1547 	2558	99.44	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_59	3740	3670	3517	Erysipelatoclostridium	2856	Erysipelatoclostridium ramosum OX=1547 	2622	97.71	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_385	2011	2000	1955	Erysipelatoclostridium	1847	Erysipelatoclostridium ramosum OX=1547 	1696	99.61	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_522	1860	1843	1795	Erysipelatoclostridium	1688	Erysipelatoclostridium ramosum OX=1547 	1542	99.69	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_506	2826	2804	2624	Erysipelatoclostridium	2710	Erysipelatoclostridium ramosum OX=1547 	2533	99.84	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_197	3304	3263	3186	Erysipelatoclostridium	2823	Erysipelatoclostridium ramosum OX=1547 	2553	98.19	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_331	2076	2058	1983	Erysipelatoclostridium	1878	Erysipelatoclostridium ramosum OX=1547 	1718	99.64	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_481	2683	2637	2181	Erysipelatoclostridium	2403	Erysipelatoclostridium ramosum OX=1547 	2212	99.12	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_180	3509	3447	3356	Erysipelatoclostridium	2870	Erysipelatoclostridium ramosum OX=1547 	2643	97.76	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_535	2008	1999	1923	Erysipelatoclostridium	1852	Erysipelatoclostridium ramosum OX=1547 	1706	99.6	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_332	2000	1985	1934	Erysipelatoclostridium	1804	Erysipelatoclostridium ramosum OX=1547 	1661	99.68	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Others	Others
bin_418	968	869	758	Erysipelotrichaceae	174	Erysipelotrichaceae bacterium OX=2049044 	97	57.56	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Donors_shared	Donors shared
bin_276	2354	2281	2184	Erysipelotrichaceae	1551	Erysipelotrichaceae bacterium OX=2049044 	1499	87.69	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Others	Others
bin_548	1648	1490	1341	Erysipelotrichaceae	298	Erysipelotrichaceae bacterium OX=2049044 	154	58.49	Bacteria	NA	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		Donors_shared	Donors shared
bin_578	3815	3809	3684	Escherichia	3343	Escherichia coli (strain K12) OX=83333 	2106	99.76	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_469	3796	3789	3614	Escherichia	3182	Escherichia coli (strain K12) OX=83333 	1931	99.83	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_323	3401	3395	3260	Escherichia	2952	Escherichia coli (strain K12) OX=83333 	1968	99.82	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_322	3350	3345	3216	Escherichia	2808	Escherichia coli (strain K12) OX=83333 	2065	99.88	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_33	4286	4281	4173	Escherichia	3708	Escherichia coli (strain K12) OX=83333 	2170	99.92	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_523	3543	3534	3417	Escherichia	2851	Escherichia coli (strain K12) OX=83333 	2398	99.91	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_336	3505	3501	3420	Escherichia	3083	Escherichia coli (strain K12) OX=83333 	1843	99.93	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_404	3739	3732	3609	Escherichia	3075	Escherichia coli (strain K12) OX=83333 	2354	99.85	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_491	3934	3926	3831	Escherichia	3510	Escherichia coli (strain K12) OX=83333 	2572	99.88	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_378	2520	2514	2410	Escherichia	2148	Escherichia coli (strain K12) OX=83333 	1412	99.82	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_536	2979	2975	2906	Escherichia	2612	Escherichia coli (strain K12) OX=83333 	1747	99.92	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_348	2733	2724	2631	Escherichia	2401	Escherichia coli (strain K12) OX=83333 	1600	99.86	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_325	4257	4250	4133	Escherichia	3766	Escherichia coli (strain K12) OX=83333 	1994	99.9	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_277	4548	4539	4421	Escherichia	3903	Escherichia coli (strain K12) OX=83333 	2030	99.9	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_530	3391	3384	3285	Escherichia	2977	Escherichia coli (strain K12) OX=83333 	1855	99.86	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_502	2137	2134	2031	Escherichia	1847	Escherichia coli (strain K12) OX=83333 	1272	99.63	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_236	4125	4117	3907	Escherichia	3425	Escherichia coli (strain K12) OX=83333 	2053	99.81	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_25	4515	4508	4311	Escherichia	3738	Escherichia coli (strain K12) OX=83333 	2112	99.75	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_555	3857	3848	3673	Escherichia	3219	Escherichia coli (strain K12) OX=83333 	1934	99.81	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_85	3932	3919	3704	Escherichia	3285	Escherichia coli (strain K12) OX=83333 	1798	99.86	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_357	3727	3722	3607	Escherichia	3068	Escherichia coli (strain K12) OX=83333 	2405	99.87	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_514	3833	3824	3705	Escherichia	3328	Escherichia coli (strain K12) OX=83333 	2023	99.88	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_350	2386	2381	2291	Escherichia	2052	Escherichia coli (strain K12) OX=83333 	1487	99.73	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_379	4053	4042	3810	Escherichia	3551	Escherichia coli (strain K12) OX=83333 	1912	99.85	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_390	3678	3667	3356	Escherichia	3234	Escherichia coli (strain K12) OX=83333 	1831	99.48	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
bin_451	3890	3882	3800	Escherichia	3375	Escherichia coli (strain K12) OX=83333 	2002	99.91	Bacteria	NA	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Donors_shared	Donors shared
